text,is_rumor,user.handle,topic
@ElContador2000 @Aristotleslogic @BBCBreaking @Jonteinspain absolutely class absolute mental awareness appreciate ur reply 🎩,1,YAYshamsaldeen,charliehebdo
"@YAYshamsaldeen @BBCBreaking @Jonteinspain killing 11 people for drawing Muhammed isn't Muslims?You're looking for empathy, I have none.",1,Aristotleslogic,charliehebdo
"@nadadictator @BBCBreaking @janeikelboom Show me proof. Also, Israel has been under near constant attack from all Arabs since '47.",1,fatclyde,charliehebdo
@Aristotleslogic Europe would rather die than give up being an inclusive society. @shanthikod @BBCBreaking @Jonteinspain,1,Serene_Meadows,charliehebdo
"@Aristotleslogic @BBCBreaking @Jonteinspain I am looking for reality, while u r watching the media and copying what they r saying (1)",1,YAYshamsaldeen,charliehebdo
"@nadadictator @BBCBreaking @janeikelboom Also, read Quran. It states violence against Jews and others is fine.",1,fatclyde,charliehebdo
@YAYshamsaldeen @Aristotleslogic @BBCBreaking @Jonteinspain Almost all world conflicts current involve muslims - guess it's coincidence,1,ElContador2000,charliehebdo
"@Aristotleslogic @BBCBreaking @Jonteinspain simply, how do u know the reason is true and not made-up, especially with nowadays ISIS prob(2)",1,YAYshamsaldeen,charliehebdo
@YAYshamsaldeen @Aristotleslogic @BBCBreaking You are an idiot go away. We´ve had enough of Muslim violence and murder,1,Jonteinspain,charliehebdo
@Aristotleslogic @YAYshamsaldeen @BBCBreaking Fuck off you foul shit.,1,Jonteinspain,charliehebdo
"@fatclyde @BBCBreaking @janeikelboom No thats not true. Quran says, respect jews and christians",1,nadadictator,charliehebdo
"@YAYshamsaldeen @ElContador2000 @BBCBreaking @Jonteinspain it seems you're defending the terrorist attack, and condemning us. Typical.",1,Aristotleslogic,charliehebdo
"@fatclyde @BBCBreaking @janeikelboom omg, well we dont get anywhere with this conversation",1,nadadictator,charliehebdo
"@Aristotleslogic @BBCBreaking @Jonteinspain finally, there are more than 1bn muslims in the world (go and learn statistics) or i can teach u",1,YAYshamsaldeen,charliehebdo
@Aristotleslogic @YAYshamsaldeen @ElContador2000 @BBCBreaking You´re mad. I absolutely condemn the attack and those who did it.,1,Jonteinspain,charliehebdo
@Aristotleslogic @YAYshamsaldeen @ElContador2000 @BBCBreaking Not only do we have the dead to worry about but their families. Its outrageous,1,Jonteinspain,charliehebdo
"@Jonteinspain @YAYshamsaldeen @ElContador2000 @BBCBreaking Not you, I was talking to yayshamsaldeen",1,Aristotleslogic,charliehebdo
"@YAYshamsaldeen @BBCBreaking @Jonteinspain Boko Haram, ISIS, Al Qaeda, etc, taught me all I need to know about your religion.",1,Aristotleslogic,charliehebdo
@SecularFraud @BBCBreaking So terrorism didn't/doesn't exist outside of Islam?,1,MelRJ,charliehebdo
@ClearSeer @SecularFraud @BBCBreaking Act by doing what?,1,MelRJ,charliehebdo
"@nadadictator @BBCBreaking @janeikelboom Here you go..http://t.co/ybS5SnJr64
Plenty more in Quran if you want to enlighten yourself.",1,fatclyde,charliehebdo
@Aristotleslogic @ElContador2000 @BBCBreaking @Jonteinspain go back to my 1st comment and u will understand my main point (1),1,YAYshamsaldeen,charliehebdo
"@Aristotleslogic @BBCBreaking @Jonteinspain dear whoever, ISIS are attacking muslim countries too, just a simple example.",1,YAYshamsaldeen,charliehebdo
@Jonteinspain @YAYshamsaldeen Islamists were responsible. Most of their victims globally are Muslims. Turkeys don't vote for Christmas.,1,MelRJ,charliehebdo
@Jonteinspain @Aristotleslogic @ElContador2000 @BBCBreaking Now u r escaping from offending muslims to condemning the attack.,1,YAYshamsaldeen,charliehebdo
"@Jonteinspain @YAYshamsaldeen @ElContador2000 @BBCBreaking sorry John, I thought I replied to yayshamsaldeen. Must've hit the wrong one.",1,Aristotleslogic,charliehebdo
"@Jonteinspain @Aristotleslogic @BBCBreaking comparably, just imagine if I claimed that all anti-islam are degenerates😊",1,YAYshamsaldeen,charliehebdo
@YAYshamsaldeen @Jonteinspain @Aristotleslogic @BBCBreaking At this moment I doubt anyone could give a shit about offending muslims,1,ElContador2000,charliehebdo
@ElContador2000 @Jonteinspain @Aristotleslogic @BBCBreaking offending muslims is not offense 😊 bcos the media has done enough offending them,1,YAYshamsaldeen,charliehebdo
@YAYshamsaldeen الله يعينك ..من تحاول تقنع .مهما حاولنا نظهر صورة الإسلام الحقيقيه..لازم حد يشوهها  م,1,Umlujain4,charliehebdo
"@YAYshamsaldeen @Jonteinspain @Aristotleslogic @BBCBreaking Victim mentality, sod off somewhere where they have Sharia law",1,ElContador2000,charliehebdo
@ElContador2000 @YAYshamsaldeen @Aristotleslogic @BBCBreaking Here here but anywhere other than Britain.,1,Jonteinspain,charliehebdo
@fatclyde @BBCBreaking @janeikelboom Dont bother. I know quran. Probably more then you. My advice for u is. Read talmud. Thats a sick book,1,nadadictator,charliehebdo
@YAYshamsaldeen @BBCBreaking  very appropriate answer,1,emirevoke,charliehebdo
@richardpentney @BBCBreaking Ya that will fix the problem,1,braemar88,charliehebdo
@YAYshamsaldeen @Aristotleslogic @ElContador2000 @BBCBreaking At this moment do you think anyone gives a shit,1,Jonteinspain,charliehebdo
@Jonteinspain @YAYshamsaldeen @ElContador2000 @BBCBreaking http://t.co/pau7DG3gq0,1,Aristotleslogic,charliehebdo
@nadadictator @BBCBreaking @janeikelboom You know nothing. The moderate muslims are those that deviate from the original.,1,fatclyde,charliehebdo
@nadadictator @BBCBreaking @janeikelboom People like you are the root of the problem. You defend murder and atrocities and blame others,1,fatclyde,charliehebdo
"@fatclyde @BBCBreaking @janeikelboom I know nothing?? Please read the talmud, then come back with comments pls",1,nadadictator,charliehebdo
"@fatclyde @BBCBreaking @janeikelboom Thank you for insulting me. Again, read the talmud!!!!",1,nadadictator,charliehebdo
@nadadictator @fatclyde @BBCBreaking can you please remove me from this discussion #thanks,1,janeikelboom,charliehebdo
@janeikelboom @fatclyde @BBCBreaking Why? U cant handle the truth? READ TALMUD!!!! Then u know which book is sick!!! And who it belongs to.,1,nadadictator,charliehebdo
"@YAYshamsaldeen @BBCBreaking I'm sure they are not belong to any religion or may be they are some retarded person, isn't ? #HolyCrap",1,koushikdacool,charliehebdo
"@MelRJ @SecularFraud @BBCBreaking Limiting mass immigration by backward fascistic peasants with fantasy friends, who hate freedom.",1,ClearSeer,charliehebdo
"@MelRJ @SecularFraud @BBCBreaking And if you're looking for a fight, look elsewhere &amp; grow up, not everyone obsessed with Harry Potter.",1,ClearSeer,charliehebdo
@MelRJ @SecularFraud @BBCBreaking Not everyone seeing dangers of mass migration is rightwing. I was fighting racism before you were a sperm.,1,ClearSeer,charliehebdo
@MelRJ @SecularFraud @BBCBreaking Anyone posing with that silly mask is a juvenile armchair warrior. I fought on the streets.,1,ClearSeer,charliehebdo
@emirevoke @BBCBreaking thanks Dr.,1,YAYshamsaldeen,charliehebdo
@Umlujain4 اهم شي في التجاوب برود الاعصاب و دماثة الخلق والله يعين,1,YAYshamsaldeen,charliehebdo
"@ClearSeer @SecularFraud How would that prevent anyone (or any ethnicity) from being radicalised by say, downloading extreme material?",1,MelRJ,charliehebdo
@ClearSeer @SecularFraud And the majority of Muslims in the West were either born here or came here FOR freedom. Collective blame is wrong.,1,MelRJ,charliehebdo
"@ClearSeer 1 You don't know me, 2 Never said anything about right/left wing, 3 it's not about immigration it's about the ease with which...",1,MelRJ,charliehebdo
@ClearSeer ...any1 of any background can be radicalised by extremists intent on spreading hate. Mass immigration happened to the Americas...,1,MelRJ,charliehebdo
"@ClearSeer ...to Australasia. What Europe has in comparison is not even close, &amp; most migrants are law abiding &amp; contribute positively.",1,MelRJ,charliehebdo
@braemar88 @BBCBreaking sends a message,1,richardpentney,charliehebdo
"@ClearSeer This collective blame on all Muslims or all immigrants for the criminal few IS bigoted. Deal w/ the ACTUAL perp, not all who...",1,MelRJ,charliehebdo
"@ClearSeer ...happen to have the same religion, ethnicity, nationality or skin colour.",1,MelRJ,charliehebdo
"@MelRJ @SecularFraud How come you want to speak to me but block me from replying?&gt; A true believer in free speech, aintcha. Too complex 4U.",1,ClearSeer,charliehebdo
"@MelRJ @SecularFraud &amp; they have remained in multicultural ghettoes &amp; not integrated. Apartheid, I blame political class who created it.",1,ClearSeer,charliehebdo
"@MelRJ @SecularFraud And you're wrong about most born here, they're still pouring in from Pakistan, tribals in a modern secular society.",1,ClearSeer,charliehebdo
"@MelRJ 1. No, you're anonymous! 2. No, but your intro page does. 3. It's ALL about immigration; 5 million in France alone. Germany 2, all EU",1,ClearSeer,charliehebdo
"@MelRJ So many really don't understand the concept of free speech. Immediately blocking anyone who disagrees with them, or worse, criticises",1,ClearSeer,charliehebdo
@MelRJ @SecularFraud Who mentioned ethnicity? You. I think you're a muslim hiding your identity and pretending yo're broad minded.,1,ClearSeer,charliehebdo
@richardpentney @BBCBreaking No it doesn't. Just shows we are as barbaric as they are,1,braemar88,charliehebdo
"@braemar88 @BBCBreaking well what exactly do you propose? Diplomacy, harsh language, a slap on the wrist?",1,richardpentney,charliehebdo
@Kool_K not they all but only one. Do you know how many of us do not bother strict orders of Almighty Allah and his prophoet (PBHU) that...,1,Imran32881444,charliehebdo
@Kool_K .... not to kill innocent in any circumstances.,1,Imran32881444,charliehebdo
"Video showing #CharlieHebdo attack. ""Allahu akbar"" shouts http://t.co/y1ErbSGv5P",1,mathieuvonrohr,charliehebdo
"Here's the first video: “@mathieuvonrohr: Video showing #CharlieHebdo attack. ""Allahu akbar"" shouts http://t.co/byLHdbZ9Ye”",1,PhilipinDC,charliehebdo
"... “@mathieuvonrohr: Video showing #CharlieHebdo attack. ""Allahu akbar"" shouts http://t.co/h2b4Xl9kkJ”",1,Selim_,charliehebdo
@DavidClinchNews @storyfulpro Video footage allegedly showing #CharlieHebdo attack via @mathieuvonrohr: http://t.co/aoiSIqnf6f,1,peterleung,charliehebdo
"Horror! RT “@mathieuvonrohr: Video showing #CharlieHebdo attack. ""Allahu akbar"" shouts http://t.co/XbsnkopEZ9”",1,martinko06,charliehebdo
"Horrifying ""@mathieuvonrohr: Video showing #CharlieHebdo attack. ""Allahu akbar"" shouts http://t.co/sEAoFO9zgu”",1,angusleddo,charliehebdo
"“@mathieuvonrohr: Video showing #CharlieHebdo attack. ""Allahu akbar"" shouts http://t.co/m6wtcKRbZC” @cspanwj",1,Tillman_40,charliehebdo
"“@mathieuvonrohr: Video showing #CharlieHebdo attack. ""Allahu akbar"" shouts http://t.co/LVgVFIWQB6” animals.",1,jmontgo3,charliehebdo
@mathieuvonrohr Fake fake fake.  Not the killing but that you do not name the twitters account of your so called quote.  #typical,1,inachu,charliehebdo
"@mathieuvonrohr #CharlieHebdo Proving again that Muslims are the scourge of the world! French liberals, you let them in! #Islamisgarbage",1,Truthman2010Joe,charliehebdo
@angusleddo @mathieuvonrohr this must be the 2nd video http://t.co/BCbczoWmJx #Assassins #Graphic #murder,1,splashed_at,charliehebdo
@mathieuvonrohr It is getting close to the time to start shooting Muslims out of hand. Cull the herd.,1,jetdrvr1,charliehebdo
"@mathieuvonrohr @TarekFatah Wow! Religion has nothing to do with terrorism.
Religions in order of populations. http://t.co/L7kuSfOTgB",1,PrashantThePK,charliehebdo
@mathieuvonrohr @instapundit http://t.co/Bcj7VF6uNM,1,vepchl,charliehebdo
"@mathieuvonrohr @TarekFatah  what else shud they shout 
Jai Ram ji ki jae or Merry Christmas.",1,usman_ghani2014,charliehebdo
"#KillAllMuslims “@mathieuvonrohr: Video showing #CharlieHebdo attack. ""Allahu akbar"" shouts http://t.co/sb8j0MLJlR”",1,Tan_Tripathi,charliehebdo
#CharlieHebdo gunmen fled in stolen car after 'mass shoot-out' with police officers http://t.co/eocvQn42Hg http://t.co/545ooj5xMM,1,MailOnline,charliehebdo
@MailOnline Terrible; if only people didn't hand out guns: https://t.co/u0pUXhx8sl Jeffrey Epstein also member of CFR+Trilateral Commission,1,FULLY_BADASS,charliehebdo
#CharlieHebdo gunmen fled in stolen car after 'mass shoot-out' with police http://t.co/XMZ3ShLf6u @MailOnline http://t.co/TIcNEMquKf,1,ShulemStern,charliehebdo
@MailOnline Last call for 2 late passengers back to Tel Aviv gate closing #Hollande Russia Sanctions speech? Timing #RaceWars @davidicke,1,AllDigitalCoins,charliehebdo
@MailOnline @Holbornlolz İ do hope no cyclists were hurt.,1,vikki_sick,charliehebdo
@MailOnline @AuntyNeville Please RT - Download a hilarious FREE Koran PARODY for infidels of all ages - https://t.co/hXbeZHdguj,1,Lemnoc55,charliehebdo
"French leader: Attack that killed 11 at Paris newspaper an act of terror, other attacks thwarted in recent weeks: http://t.co/9rrqfEaQj5",1,AP,charliehebdo
"RT @AP: French leader: Attack that killed 11 at Paris newspaper an act of terror, other attacks thwarted recently: http://t.co/2g7Ppil0vk",1,JoshElliott32,charliehebdo
@AP French to issue an apology to Muslims this morning.,1,P226_Sig,charliehebdo
"@AP According to President of Turkey;  R.T. Erdogan..EU, Israel and US is biggest enemy..All political dissidents is enemy.",1,LSDPmesaj,charliehebdo
"@AP https://t.co/Usx86vx3sT
http://t.co/6iNq9CqG0R",1,LSDPmesaj,charliehebdo
@AP Judge hushes up #Erdoğan's link to al-Qadi in hearing into bugging case http://t.co/rddqwAXxAD …,1,LSDPmesaj,charliehebdo
"@AP @reglash En France: soudain, ils prononcent le mot T",1,etabori,charliehebdo
"@JoshElliott32 @AP En France:soudain, ils prononcent le mot T",1,etabori,charliehebdo
"@AP Yep, and here in the US ""they"" would be calling it workplace violence despite 2+2 equaling 4.",1,joeleyare,charliehebdo
@AP hey you can't call it terror....that's racist and islamaphobic right.  You must classify this as workplace violence right?,1,Stephen_Candie,charliehebdo
@JoshElliott32 @AP R.I.P. those who died. How tragic...,1,LauraAnn2852,charliehebdo
"@AP @rajuparulekar THIS is what Islam teaches &amp; encourages. No dif than Farah, PLO, hamas, ISIS, boko haram. THIS",1,DaliaChai,charliehebdo
"@JoshElliott32 @AP En France: soudain, ils prononcent le mot T
@FranceForum",1,etabori,charliehebdo
"@AP That's what u get when you let every #Muslim into your country. Frenchs liked to behead ppl for freedom, #ISIS does it for free!",1,rastafaman1,charliehebdo
"“@AP: French leader: Attack killed 11 at Paris newspaper an act of terror, other attacks thwarted in recent weeks: http://t.co/gE1GxtGNkH”",1,jennbisramtv,charliehebdo
"“@AP: French leader: Attack that killed 11 at Paris newspaper act of terror, other attacks thwarted in recent weeks: http://t.co/2Akuju27Ta”",1,el_belson,charliehebdo
"@P226_Sig @AP 
Not really the time to be making 'french surrendering' jokes, bud.",1,Mudslimism,charliehebdo
"@AP Extremism and Terrorism has no place in Islam #ParisAttack https://t.co/CukDPguk0U 
http://t.co/0m0hV86weU",1,umarenterprises,charliehebdo
"@AP A culture uncomfortable with satire is keenly aware of its own many, many hypocrisies and internal contradictions. Shame on Allah!",1,Cocavan11,charliehebdo
@AP @FreeBeacon Hmmmm possible way of stopping far left main street media in US,1,sundnce99,charliehebdo
Reports #CharlieHebdo gunmen were asking for journalists by name before opening fire. Armed with AK47s and RPG,1,KayBurley,charliehebdo
@KayBurley Video of attack here:  http://t.co/looKqn0VzK,1,rConflictNews,charliehebdo
@KayBurley I am right or wrong in thinking there is a fine line between free speech &amp; aggravating an already volatile situation by taking,1,Sarah07909750,charliehebdo
@KayBurley the p*ss???,1,Sarah07909750,charliehebdo
@rConflictNews thanks,1,KayBurley,charliehebdo
@KayBurley even better footage https://t.co/c8LTVY07ne,1,rConflictNews,charliehebdo
@KayBurley nm akready removed,1,rConflictNews,charliehebdo
@rConflictNews @KayBurley looks like it's been removed?,1,aletweetsnews,charliehebdo
@aletweetsnews @KayBurley yeah its been removed. It was very clear and good footage too. Should pop up somewhere again.,1,rConflictNews,charliehebdo
@rConflictNews already downloaded it... @aletweetsnews @KayBurley,1,Hannibalum,charliehebdo
@Hannibalum @aletweetsnews @KayBurley good man. let me know when you get it up somewhere =P,1,rConflictNews,charliehebdo
@rConflictNews it's on his way @aletweetsnews @KayBurley,1,Hannibalum,charliehebdo
@KayBurley here is the removed video again https://t.co/db2cqWPfzH,1,rConflictNews,charliehebdo
@KayBurley Is any confirmation yet of reports an RPG was involved? #CharlieHebdo,1,PMFdotNet,charliehebdo
@KayBurley  source ?,1,turbovomit,charliehebdo
Graphic: Video shows gunmen with automatic rifles during attack on #CharlieHebdo in #Paris: https://t.co/fQXxNsJOWq http://t.co/Y0uxe72R2N,1,Charles_Lister,charliehebdo
"these guys look like turkish DHKP_C 
@Charles_Lister @haykotahran",1,EbuCenk,charliehebdo
"@Charles_Lister @nasseratta5 images insoutenables !!! ils abattent un policier au sol, qui lève les mains... je pleure.",1,Avocatweet,charliehebdo
"@Charles_Lister 

That's what happens when France supports terrorist 'rebels' and arm them to do your dirty work in Syria-Libya-Iraq",1,A201057,charliehebdo
@Charles_Lister Great #Paris Post! hy Not post on http://t.co/tXGMBRYHGX Proximity Based Travel Network? @mikepenrod http://t.co/ACD3dF1G99,1,GeoTravellers,charliehebdo
@Charles_Lister @MoodySlayerUK They used a fucking Citroen as a getaway car??  HAHAHA.,1,Emmm_Aye,charliehebdo
@Charles_Lister c'est normal de voir sa en france ou pas?,1,Maxime_Account,charliehebdo
"@Emmm_Aye Pretty common in France, I think....",1,MoodySlayerUK,charliehebdo
@Charles_Lister @nazimosthasos silindi video,1,PorsiyonBorek,charliehebdo
@Charles_Lister it was deleted,1,xklamation,charliehebdo
@Charles_Lister removed already? http://t.co/W58r0mlPjc,1,fabiochiusi,charliehebdo
@Charles_Lister You think you should share video showing actual murder of a policeman?,1,guydresser,charliehebdo
@Charles_Lister @michaeldickson Appears the link is now unavailable.,1,blakemharris,charliehebdo
The video link is now down. @Charles_Lister @michaeldickson,1,davidjacksmith,charliehebdo
"@Charles_Lister @RichardEngel 
@aajtak
@ndtv
@abpnewshindi 
@timesnow",1,peeyushmalhotra,charliehebdo
@Charles_Lister Hi Charles. Who took this video footage?,1,con_agius,charliehebdo
@guydresser @Charles_Lister why would you hide the truth?,1,Oscarstigendal,charliehebdo
"@Charles_Lister @RichardEngel @aajtak @ndtv @abpnewshindi @timesnow 
Show this pic on your channel",1,peeyushmalhotra,charliehebdo
"@GeoTravellers @Charles_Lister @mikepenrod you need to turn your bot off, @geotravellers",1,janemerrick23,charliehebdo
@TonMaxime Houba Hop ! France !,1,Le_Marsu,charliehebdo
@davidjacksmith @Charles_Lister @michaeldickson http://t.co/aYFN7PmZHI no look !,1,WeermanAshoka,charliehebdo
@Oscarstigendal @Charles_Lister Neither you nor his family have to see moment he's shot dead on the ground to know the truth.,1,guydresser,charliehebdo
"@Oscarstigendal @Charles_Lister Likewise, we don't need to see hostages beheaded to know they've been murdered.",1,guydresser,charliehebdo
"@guydresser @Charles_Lister So we should hide this, because it will be less real this way?",1,MenserTim,charliehebdo
@MenserTim @Charles_Lister Up to you but IMHO I don't need to watch beheading videos to know hostages have died either.,1,guydresser,charliehebdo
Reports that two of the dead in the #CharlieHebdo attack are police officers http://t.co/2J4WQdJnTp http://t.co/LiPDxdq1cb,1,TelegraphNews,charliehebdo
@TelegraphNews Terrible; if only people didn't hand out guns:https://t.co/iPBkLwhQk8 Jeffrey Epstein also member CFR+Trilateral Commission,1,FULLY_BADASS,charliehebdo
@TelegraphNews @Telegraph No one in their right mind can condone this except the maniacs that did it and their supporters.,1,bpraag1,charliehebdo
@TelegraphNews @Colvinius Photo of alleged attackers of #ChalieHebdo via @lemondefr  http://t.co/zW6OgLpZu2  #Auspol #France #Paris,1,nicolasnicola22,charliehebdo
“@TelegraphNews: Reports that two of the dead in #CharlieHebdo attack are police http://t.co/NzGVQhmvHn http://t.co/8AdZOiaMmJ”,1,SuzanneCarbone,charliehebdo
@TelegraphNews I'm afraid to say that in reality we are at war a different one my dad fought from 39-45 but a war it is!,1,AndrewWhelan65,charliehebdo
@TelegraphNews hgvjjj xmbb bh tbt,1,gramanau5,charliehebdo
"Charlie Hebdo massacre in Paris carried out with military precision - gunmen appeared to seek out journalists by name, police suggest.",1,peterallenparis,charliehebdo
@peterallenparis @Beltrew How many of these psychopaths are out there amongst peaceful French ppl? And is it that easy to get an AK47??,1,canuckinarabia,charliehebdo
"@peterallenparis @rascouet These weren't psychopaths. They were all good Muslims, defending the honor of their prophet. Europe be warned.",1,Noslm1,charliehebdo
@peterallenparis @Lemnoc55 Wonder if this will change media attitudes to PEGIDA?,1,MaguidhirP,charliehebdo
@MaguidhirP @peterallenparis I wager it won't - time for a revolution.,1,Lemnoc55,charliehebdo
@Lemnoc55 @peterallenparis I'll second the revolution motion!,1,MaguidhirP,charliehebdo
@peterallenparis @DawnHFoster Oh my.,1,crb0122,charliehebdo
So the assasins singled out journos with a precision? By name? Saw at least 1 police guy killed @peterallenparis #CharlieHebdo #parisattack,1,EstherPrade,charliehebdo
@peterallenparis @DawnHFoster if only people didn't hand out guns:https://t.co/iPBkLwhQk8 Jeffrey Epstein also in CFR+Trilateral Commission,1,FULLY_BADASS,charliehebdo
@Noslm1 just doing what allah told them to do @peterallenparis @rascouet,1,kerbstrar8,charliehebdo
"@kerbstrar8 @peterallenparis @rascouet Exactly. And the bigger the Muslim population in Europe, the more violence there will be.",1,Noslm1,charliehebdo
@canuckinarabia @peterallenparis @Beltrew This is just another example that gun control doesn't work. They seemed to be rather well-trained.,1,RobertAPabich,charliehebdo
"@peterallenparis @FrMalin Prez Obama-Holder might call it""workplace violence""
always trying 2change reality",1,Trew1Trew,charliehebdo
@peterallenparis @arabist,1,drpeck66,charliehebdo
@Trew1Trew @peterallenparis @FrMalin  Trollish tweet.,1,PhilaCook,charliehebdo
"@PhilaCook @peterallenparis @FrMalin I don't understand ""trollish tweet"" Just making statement on US admin take on terror",1,Trew1Trew,charliehebdo
@Noslm1 @peterallenparis @rascouet To hell with the lynch rhetoric. Muslims and fundamentalists have nothing in common.,1,ivanapreiss,charliehebdo
"@Noslm1 @kerbstrar8 @peterallenparis @rascouet The more Western interference in other countries' affairs, more militant regimes are formed",1,ivanapreiss,charliehebdo
"@peterallenparis For the record, as someone who is former military, these men looked untrained. ""Precision"" isnt the word I'd use.",1,Demon31G,charliehebdo
“@ivanapreiss: @peterallenparis @rascouet To hell with the lynch rhetoric. Muslims and fundamentalists have nothing in common.” EXCEPT ISLAM,1,Noslm1,charliehebdo
@ivanapreiss @kerbstrar8 @peterallenparis @rascouet So the French cartoonists had it coming to them? This is the West's fault?,1,Noslm1,charliehebdo
"@Noslm1 of course. To a liberal, it's never the fault of the actual attacker, especially minorities @ivanapreiss @peterallenparis @rascouet",1,kerbstrar8,charliehebdo
Awful. 11 shot dead in an assault on a Paris magazine. http://t.co/xxINS8etDB #CharlieHebdo http://t.co/as3YoLthcx,1,thedailybeast,charliehebdo
@thedailybeast Will the Islamaphobia never end?  Blame Foreign policy? Zionist Conspiracy? or wickedness &amp; savagery of Islam?,1,FatimaFatwa,charliehebdo
"@thedailybeast yeah those covers are one way to get people worked up, sheesh. How could they think that was ok to publish?",1,RMGillenwater,charliehebdo
@thedailybeast BREAKING NEWS: Deadly gun attack @ office of French magazine Charlie Hebdo !! http://t.co/UDPM6OZ9NZ,1,lemonchronicle,charliehebdo
@thedailybeast the violent cult marches on. Somebody want to translate?,1,izzy1097,charliehebdo
@thedailybeast @TOdessaKane13 This is beyond sad! But then people have always feared freedom of speech.,1,TOdessaKane13,charliehebdo
Europeans AND THE REST OF THE WESTERN WORLD SHOULD KNOW THAT RACIST HUMOR SHOULD NOT BE OK. RACISM IS UGLY @thedailybeast,1,spiritmefree1,charliehebdo
“@thedailybeast: Cartoons prompted worst terror attack in recent French history http://t.co/7HllnqfoQP #CharlieHebdo http://t.co/iwnPNGsGm7”,1,billorme,charliehebdo
"@spiritmefree1 @thedailybeast imho: if you are not trolling, then you are practically BEGGING to get trolled :/",1,hRothGarKP,charliehebdo
@thedailybeast @ebabahan http://t.co/pU9CgcMxUP,1,tanerozek,charliehebdo
@thedailybeast:Awful.11 shot dead in an assault on a Paris magazine. http://t.co/A3iKrauKcu #CharlieHebdo http://t.co/oD06Dvp15G Catch them!,1,ruby33tw,charliehebdo
@thedailybeast #fuckterrorism Anyone who feels that freedom of thought &amp; expression should be surrendered to  fanatics is the real enemy.,1,Produkshun,charliehebdo
"New vid of Paris attack on #CharlieHebdo filmed by a witness. Gunmen on street shout ""Allahu Akbar"" http://t.co/TaZEDtGFlW @akhbar",1,jenanmoussa,charliehebdo
"@jenanmoussa @akhbar Well, France supported and nurtured Islamic terrorists in Syria. Just like Turkey, they are also facing the blowback.",1,Sunil_John123,charliehebdo
@jenanmoussa @akhbar So sick. This religion is becoming a pest to humanity. It either needs cleaned up or thrown away. I am sick of animals.,1,OblioSays,charliehebdo
@jenanmoussa @chrislhayes @akhbar   We need to round up all muslims now!,1,dancarr06422901,charliehebdo
@jenanmoussa @akhbar i think the video is banned from the authorities temporary,1,Gertushi,charliehebdo
"“@jenanmoussa: New vid of Paris attack on #CharlieHebdo filmed by a witness. Gunmen on street shout ""Allahu Akbar"" http://t.co/bV8EP7vaLm @",1,emrebakin,charliehebdo
"@Sunil_John123 @jenanmoussa @akhbar Of course, blame the west... #idiot",1,PhRoose,charliehebdo
@jenanmoussa @chrislhayes @akhbar Islam. Multiculturalism. Good mix.,1,ricemanstm,charliehebdo
"@PhRoose @jenanmoussa @akhbar Is Turkey part of the ""West""???",1,Sunil_John123,charliehebdo
@jenanmoussa @akhbar Will Akbar help?,1,BKanad,charliehebdo
@jenanmoussa if I kill a dozen people while shouting Jesus Jesus will I be labeled as terrorist or a random murderer. #TypicalStereotyping.,1,Nabeel_N85,charliehebdo
Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo Photo: Anne Gelbard #AFP http://t.co/k669PHgVw5,1,AFPphoto,charliehebdo
"@AFPphoto @AFP So, Police, come up from behind and shoot the fuckers, enough to maim at least.....",1,stanleykhs75,charliehebdo
“@AFPphoto: ตำรวจฝรั่งเศสเผชิญหน้ามือปืนติดอาวุธใกล้ที่ทำการนสพ. CharlieHebdo ในกรุงปารีส Photo: Anne Gelbard http://t.co/hz2TqDodbv”,1,PPTVNews,charliehebdo
@AFPphoto:Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo Photo:A.Gelbard http://t.co/xY0w3WWODT,1,UKFront,charliehebdo
Picture: Armed gunmen face police officers in Paris after 11 killed in shooting: http://t.co/pmTYSXKQdK” @AFPphoto Photo: Anne Gelbard #AFP,1,KeirSimmons,charliehebdo
Very Disturbing @AFPphoto Armed gunmen face police near newspaper offices in #Paris #CharlieHebdo Photo via #AFP http://t.co/naJt3C9xvb,1,BAM_Knows,charliehebdo
@AFPphoto @pptsapper I would say they're trained but not properly trained. They're not using the car to provide cover as they fire,1,CPTPugh,charliehebdo
“@AFPphoto: Armed gunmen face police officers near offices of  satirical newspaper #CharlieHebdo Photo: Gelbard #AFP http://t.co/mDiduVeEiz”,1,bobbydtv,charliehebdo
"@CPTPugh @AFPphoto @pptsapper Paris cops are probably lightly armed.  Gunmen have automatics and are either all fat, or have body armor.",1,psusteeler,charliehebdo
@psusteeler @AFPphoto @pptsapper I'm going with first choice. I wonder if the #FFL will not activate and kick some ass?,1,CPTPugh,charliehebdo
仏テロ事件での銃撃戦。@AFPphoto Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo  http://t.co/7stdTtxle5,1,fukuda326,charliehebdo
"@AFPphoto @MattYoung 
Ahh the religion of peace at it again......",1,Hispano_Viking,charliehebdo
"@AFPphoto Not respect the religion of others is right to want to be respected? It is the law of life,he who sows the wind reaps storm!",1,gersonmatielo,charliehebdo
Chilling video allegedly of #CharlieHebdo attackers filmed from rooftop. A cry of 'Allahou Akbar' followed by shots http://t.co/G3rHLmAFtH …,1,connellyandrew,charliehebdo
@connellyandrew @BDUTT same old story after every terror attack still media media questions Gijarat police mosk drill,1,kkidnani,charliehebdo
